"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-07-01-04.30.00.000000,9834,0.0,0.0,0.0,34.5,26.89,25.2,0.0,0.0,0.0
2021-07-01-04.35.00.000000,9835,0.0,0.0,0.0,34.7,26.99,25.3,0.0,0.0,0.0
2021-07-01-04.40.00.000000,9836,0.0,0.0,0.0,34.8,27.08,25.4,0.0,0.0,0.0
2021-07-01-04.45.00.000000,9837,0.0,0.0,0.0,34.9,27.17,25.5,0.0,0.0,0.0
2021-07-01-04.50.00.000000,9838,0.0,0.0,0.0,35.0,27.26,25.6,0.0,0.0,0.0
2021-07-01-04.55.00.000000,9839,0.0,0.0,0.0,35.1,27.35,25.7,0.0,0.0,0.0
2021-07-01-05.00.00.000000,9840,0.0,0.0,0.0,35.2,27.44,25.8,0.0,0.0,0.0
2021-07-01-05.05.00.000000,9841,0.0,0.0,0.0,35.6,27.69,26.1,0.0,0.0,0.0
2021-07-01-05.10.00.000000,9842,0.0,0.0,0.0,35.9,27.94,26.4,0.0,0.0,0.0
2021-07-01-05.15.00.000000,9843,0.0,0.0,0.0,36.2,28.18,26.7,0.0,0.0,0.0
2021-07-01-05.20.00.000000,9844,0.0,0.0,0.0,36.5,28.43,26.9,0.0,0.0,0.0
2021-07-01-05.25.00.000000,9845,0.0,0.0,0.0,36.8,28.68,27.2,0.0,0.0,0.0
2021-07-01-05.30.00.000000,9846,0.0,0.0,0.0,37.2,28.93,27.5,0.0,0.0,0.0
2021-07-01-05.35.00.000000,9847,0.0,0.0,0.0,37.5,29.18,27.8,0.0,0.0,0.0
2021-07-01-05.40.00.000000,9848,0.0,0.0,0.0,37.8,29.42,28.1,0.0,0.0,0.0
2021-07-01-05.45.00.000000,9849,0.0,0.0,0.0,38.1,29.67,28.4,0.0,0.0,0.0
2021-07-01-05.50.00.000000,9850,0.0,0.0,0.0,38.4,29.92,28.7,0.0,0.0,0.0
2021-07-01-05.55.00.000000,9851,0.0,0.0,0.0,38.8,30.17,28.9,0.0,0.0,0.0
2021-07-01-06.00.00.000000,9852,0.0,0.0,0.0,39.1,30.42,29.2,0.0,0.0,0.0
2021-07-01-06.05.00.000000,9853,0.0,0.0,0.0,39.3,30.61,29.4,0.0,0.0,0.0
2021-07-01-06.10.00.000000,9854,0.0,0.0,0.0,39.6,30.81,29.7,0.0,0.0,0.0
2021-07-01-06.15.00.000000,9855,0.0,0.0,0.0,39.8,31.01,29.9,0.0,0.0,0.0
2021-07-01-06.20.00.000000,9856,0.0,0.0,0.0,40.1,31.2,30.1,0.0,0.0,0.0
2021-07-01-06.25.00.000000,9857,58.6,639.6,40.0,48.3,40.66,38.5,113.3,154.4,128.6
2021-07-01-06.30.00.000000,9858,65.7,646.3,45.5,48.3,40.66,38.5,121.8,152.3,146.31
2021-07-01-06.35.00.000000,9859,79.8,650.3,55.4,48.4,40.8,38.5,143.6,192.8,178.21
2021-07-01-06.40.00.000000,9860,96.4,654.9,67.0,48.8,41.13,38.5,166.4,213.4,215.72
2021-07-01-06.45.00.000000,9861,125.2,654.7,86.7,49.2,41.48,38.5,206.7,247.0,279.05
2021-07-01-06.50.00.000000,9862,154.8,653.1,107.3,49.8,41.94,38.5,245.9,299.6,345.18
2021-07-01-06.55.00.000000,9863,190.0,653.3,132.1,50.3,42.4,38.5,295.3,365.5,425.22
2021-07-01-07.00.00.000000,9864,223.2,655.6,155.8,51.1,43.03,38.5,340.8,404.0,501.25
2021-07-01-07.05.00.000000,9865,255.3,656.0,178.2,51.8,43.6,38.5,384.4,451.7,573.31
2021-07-01-07.10.00.000000,9866,287.6,651.6,199.3,52.5,44.18,38.5,425.3,495.2,641.48
2021-07-01-07.15.00.000000,9867,320.4,645.4,220.1,53.5,45.04,38.5,469.5,541.6,708.13
2021-07-01-07.20.00.000000,9868,355.1,638.2,241.0,54.8,46.16,38.5,516.4,590.5,775.59
2021-07-01-07.25.00.000000,9869,389.2,631.8,261.9,56.2,47.37,39.0,564.9,640.3,842.58
2021-07-01-07.30.00.000000,9870,427.9,626.9,285.4,58.0,48.86,39.8,619.0,695.0,918.4
2021-07-01-07.35.00.000000,9871,464.4,622.6,307.8,59.9,50.41,40.7,668.5,743.4,990.37
2021-07-01-07.40.00.000000,9872,488.9,619.6,321.8,61.7,51.98,41.5,699.1,771.7,1035.54
2021-07-01-07.45.00.000000,9873,510.2,614.9,333.2,63.4,53.39,42.8,724.3,790.9,1072.12
2021-07-01-07.50.00.000000,9874,523.6,609.7,339.0,64.5,54.28,44.6,742.7,807.6,1090.72
2021-07-01-07.55.00.000000,9875,521.9,605.1,335.6,64.6,54.41,46.5,739.9,806.6,1079.75
2021-07-01-08.00.00.000000,9876,521.3,602.7,334.2,64.5,54.28,47.6,742.3,803.0,1075.3
2021-07-01-08.05.00.000000,9877,515.3,602.1,329.1,64.3,54.17,48.1,731.2,782.7,1059.01
2021-07-01-08.10.00.000000,9878,528.6,602.6,338.8,64.3,54.17,48.1,753.7,810.9,1089.95
2021-07-01-08.15.00.000000,9879,533.2,603.5,344.3,64.3,54.17,47.4,764.1,825.9,1107.87
2021-07-01-08.20.00.000000,9880,543.1,607.2,353.7,64.3,54.17,47.2,778.3,855.9,1137.84
2021-07-01-08.25.00.000000,9881,541.0,620.5,358.8,64.3,54.17,46.3,792.7,875.1,1154.4
2021-07-01-08.30.00.000000,9882,538.9,636.9,364.5,64.3,54.17,46.1,819.3,909.9,1172.51
2021-07-01-08.35.00.000000,9883,533.5,652.3,369.2,64.3,54.17,45.2,856.3,938.4,1187.7
2021-07-01-08.40.00.000000,9884,527.3,656.8,369.1,64.3,54.17,45.1,881.5,961.2,1187.56
2021-07-01-08.45.00.000000,9885,525.1,659.2,369.0,64.3,54.17,45.1,903.6,980.8,1187.09
2021-07-01-08.50.00.000000,9886,525.6,658.6,369.1,64.6,54.39,45.1,913.1,988.4,1187.45
2021-07-01-08.55.00.000000,9887,526.7,658.4,369.1,65.0,54.73,45.3,919.0,992.8,1187.22
2021-07-01-09.00.00.000000,9888,526.6,659.5,369.1,65.4,55.08,45.6,924.6,999.1,1187.3
2021-07-01-09.05.00.000000,9889,524.0,662.3,368.9,65.6,55.21,46.0,932.0,1008.5,1186.54
2021-07-01-09.10.00.000000,9890,523.4,663.5,368.9,65.6,55.25,46.1,937.6,1013.0,1186.55
2021-07-01-09.15.00.000000,9891,522.0,664.7,368.9,65.8,55.41,46.2,943.5,1019.7,1186.52
2021-07-01-09.20.00.000000,9892,522.3,664.1,368.8,66.2,55.75,46.2,946.6,1023.6,1186.43
2021-07-01-09.25.00.000000,9893,522.0,664.1,368.9,66.6,56.06,46.2,952.5,1030.0,1186.73
2021-07-01-09.30.00.000000,9894,521.8,664.8,368.7,66.8,56.24,46.4,956.1,1034.1,1185.93
2021-07-01-09.35.00.000000,9895,521.8,665.6,368.9,66.8,56.25,46.7,959.2,1037.4,1186.5
2021-07-01-09.40.00.000000,9896,521.5,665.1,368.9,66.8,56.25,47.1,960.7,1040.0,1186.44
2021-07-01-09.45.00.000000,9897,520.6,665.8,369.3,66.8,56.25,47.3,961.7,1042.7,1187.87
2021-07-01-09.50.00.000000,9898,521.0,664.4,369.3,66.8,56.26,47.3,962.8,1043.9,1187.96
2021-07-01-09.55.00.000000,9899,520.3,665.9,369.4,67.2,56.54,47.3,964.5,1044.9,1188.17
2021-07-01-10.00.00.000000,9900,520.2,665.5,369.1,67.6,56.89,47.3,965.4,1045.7,1187.21
2021-07-01-10.05.00.000000,9901,519.3,666.6,369.1,68.0,57.22,47.3,966.8,1049.0,1187.02
2021-07-01-10.10.00.000000,9902,518.0,668.1,368.8,68.1,57.29,47.3,963.9,1047.4,1186.2
2021-07-01-10.15.00.000000,9903,516.5,670.5,368.7,68.1,57.29,47.3,961.8,1046.1,1185.74
2021-07-01-10.20.00.000000,9904,515.0,673.1,368.4,68.1,57.29,47.3,956.2,1042.1,1184.95
2021-07-01-10.25.00.000000,9905,514.6,673.7,368.7,68.1,57.29,47.3,958.0,1045.8,1185.83
2021-07-01-10.30.00.000000,9906,515.5,672.9,369.0,68.1,57.29,47.3,952.5,1043.7,1186.79
2021-07-01-10.35.00.000000,9907,517.1,670.8,369.3,68.1,57.29,47.3,948.7,1040.9,1187.81
2021-07-01-10.40.00.000000,9908,518.8,668.4,368.9,68.1,57.29,47.3,937.8,1032.2,1186.48
2021-07-01-10.45.00.000000,9909,519.8,667.5,368.7,68.1,57.29,47.5,940.2,1034.0,1185.79
2021-07-01-10.50.00.000000,9910,519.9,667.8,368.7,68.1,57.34,47.7,944.2,1037.2,1185.62
2021-07-01-10.55.00.000000,9911,519.7,668.8,368.8,68.4,57.53,48.1,954.7,1041.2,1186.01
2021-07-01-11.00.00.000000,9912,519.3,669.0,368.7,68.7,57.84,48.2,957.2,1042.8,1185.54
2021-07-01-11.05.00.000000,9913,518.7,668.5,368.4,69.1,58.13,48.4,959.3,1043.8,1184.81
2021-07-01-11.10.00.000000,9914,520.3,666.9,368.4,69.3,58.29,48.6,958.8,1042.1,1184.77
2021-07-01-11.15.00.000000,9915,521.0,667.1,368.5,69.3,58.33,48.7,959.3,1042.0,1185.07
2021-07-01-11.20.00.000000,9916,521.0,667.1,368.5,69.3,58.33,48.7,959.3,1042.0,1185.06
2021-07-01-11.25.00.000000,9917,519.2,668.3,368.5,69.3,58.33,48.5,958.6,1040.8,1184.84
2021-07-01-11.30.00.000000,9918,518.4,665.7,366.1,69.3,58.33,48.5,957.6,1039.2,1177.07
2021-07-01-11.35.00.000000,9919,518.5,665.7,366.2,69.3,58.33,48.9,956.7,1037.1,1177.55
2021-07-01-11.40.00.000000,9920,519.3,664.8,366.3,69.3,58.33,49.2,955.8,1036.0,1177.79
2021-07-01-11.45.00.000000,9921,520.1,666.5,369.0,69.3,58.33,49.2,953.0,1033.5,1186.35
2021-07-01-11.50.00.000000,9922,519.9,666.2,368.8,69.3,58.33,49.2,952.6,1034.0,1185.75
2021-07-01-11.55.00.000000,9923,519.5,667.0,368.7,69.3,58.33,49.3,952.0,1034.0,1185.37
2021-07-01-12.00.00.000000,9924,519.2,667.8,368.6,69.3,58.33,49.5,951.3,1034.9,1185.12
2021-07-01-12.05.00.000000,9925,519.6,667.9,368.6,69.3,58.33,49.5,950.5,1035.8,1185.13
2021-07-01-12.10.00.000000,9926,518.9,668.0,368.5,69.7,58.66,49.5,949.4,1036.2,1184.66
2021-07-01-12.15.00.000000,9927,518.0,668.9,368.2,70.1,59.01,49.5,948.8,1036.3,1183.7
2021-07-01-12.20.00.000000,9928,515.7,671.0,368.5,70.6,59.35,49.5,949.2,1038.6,1184.87
2021-07-01-12.25.00.000000,9929,515.3,671.6,368.6,70.6,59.37,49.8,948.2,1038.1,1184.96
2021-07-01-12.30.00.000000,9930,516.7,670.1,368.9,70.6,59.37,50.1,948.1,1038.5,1186.06
2021-07-01-12.35.00.000000,9931,519.1,668.1,368.6,70.6,59.37,50.5,947.9,1036.2,1184.87
2021-07-01-12.40.00.000000,9932,521.4,666.2,368.5,70.6,59.37,50.6,949.5,1035.0,1184.72
2021-07-01-12.45.00.000000,9933,523.9,663.9,368.7,70.6,59.37,50.6,950.9,1031.3,1185.2
2021-07-01-12.50.00.000000,9934,526.2,660.5,368.9,70.6,59.37,50.6,951.3,1025.8,1185.93
2021-07-01-12.55.00.000000,9935,526.6,659.5,369.1,70.8,59.54,50.6,950.8,1020.6,1186.61
2021-07-01-13.00.00.000000,9936,526.7,658.4,369.0,71.1,59.8,50.6,949.9,1015.7,1186.06
2021-07-01-13.05.00.000000,9937,528.2,657.2,368.7,71.4,60.02,50.6,948.9,1011.7,1185.2
2021-07-01-13.10.00.000000,9938,530.7,653.7,368.8,71.6,60.19,50.8,949.1,1009.9,1185.61
2021-07-01-13.15.00.000000,9939,532.9,650.2,369.0,71.7,60.28,51.2,951.3,1011.0,1186.12
2021-07-01-13.20.00.000000,9940,534.9,647.7,368.9,71.8,60.41,51.6,954.1,1012.0,1185.85
2021-07-01-13.25.00.000000,9941,537.3,644.6,369.1,71.8,60.41,51.7,956.8,1010.6,1186.52
2021-07-07-20.00.00.000000,11748,0.0,0.0,0.0,46.8,35.1,34.6,0.0,0.0,0.0
2021-07-07-20.05.00.000000,11749,0.0,0.0,0.0,46.7,34.99,34.5,0.0,0.0,0.0
2021-07-07-20.10.00.000000,11750,0.0,0.0,0.0,41.0,30.73,29.6,0.0,0.0,0.0
2021-07-07-20.15.00.000000,11751,0.0,0.0,0.0,40.5,30.38,29.2,0.0,0.0,0.0
2021-07-07-20.20.00.000000,11752,0.0,0.0,0.0,40.1,30.03,28.8,0.0,0.0,0.0
2021-07-07-20.25.00.000000,11753,0.0,0.0,0.0,39.6,29.68,28.4,0.0,0.0,0.0
2021-07-07-20.30.00.000000,11754,0.0,0.0,0.0,39.1,29.33,28.0,0.0,0.0,0.0
2021-07-07-20.35.00.000000,11755,0.0,0.0,0.0,38.7,28.99,27.6,0.0,0.0,0.0
2021-07-07-20.40.00.000000,11756,0.0,0.0,0.0,38.2,28.64,27.2,0.0,0.0,0.0
2021-07-07-20.45.00.000000,11757,0.0,0.0,0.0,37.7,28.29,26.8,0.0,0.0,0.0
2021-07-07-20.50.00.000000,11758,0.0,0.0,0.0,37.3,27.94,26.4,0.0,0.0,0.0
2021-07-07-20.55.00.000000,11759,0.0,0.0,0.0,36.8,27.59,26.0,0.0,0.0,0.0
2021-07-07-21.00.00.000000,11760,0.0,0.0,0.0,36.3,27.24,25.6,0.0,0.0,0.0
2021-07-07-21.05.00.000000,11761,0.0,0.0,0.0,36.0,26.97,25.3,0.0,0.0,0.0
2021-07-07-21.10.00.000000,11762,0.0,0.0,0.0,35.6,26.71,25.0,0.0,0.0,0.0
2021-07-07-21.15.00.000000,11763,0.0,0.0,0.0,35.3,26.44,24.7,0.0,0.0,0.0
2021-07-07-21.20.00.000000,11764,0.0,0.0,0.0,34.9,26.18,24.4,0.0,0.0,0.0
2021-07-07-21.25.00.000000,11765,0.0,0.0,0.0,34.6,25.91,24.1,0.0,0.0,0.0
2021-07-07-21.30.00.000000,11766,0.0,0.0,0.0,34.2,25.65,23.8,0.0,0.0,0.0
2021-07-07-21.35.00.000000,11767,0.0,0.0,0.0,33.9,25.38,23.5,0.0,0.0,0.0
2021-07-07-21.40.00.000000,11768,0.0,0.0,0.0,33.5,25.12,23.1,0.0,0.0,0.0
2021-07-07-21.45.00.000000,11769,0.0,0.0,0.0,33.2,24.85,22.8,0.0,0.0,0.0
2021-07-07-21.50.00.000000,11770,0.0,0.0,0.0,32.8,24.59,22.5,0.0,0.0,0.0
2021-07-07-21.55.00.000000,11771,0.0,0.0,0.0,32.5,24.32,22.2,0.0,0.0,0.0
2021-07-07-22.00.00.000000,11772,0.0,0.0,0.0,31.6,23.68,21.5,0.0,0.0,0.0
2021-07-07-22.05.00.000000,11773,0.0,0.0,0.0,31.6,23.66,21.5,0.0,0.0,0.0
2021-07-07-22.10.00.000000,11774,0.0,0.0,0.0,31.5,23.64,21.5,0.0,0.0,0.0
2021-07-07-22.15.00.000000,11775,0.0,0.0,0.0,31.5,23.62,21.4,0.0,0.0,0.0
2021-07-07-22.20.00.000000,11776,0.0,0.0,0.0,31.5,23.6,21.4,0.0,0.0,0.0
2021-07-07-22.25.00.000000,11777,0.0,0.0,0.0,31.5,23.59,21.4,0.0,0.0,0.0
2021-07-07-22.30.00.000000,11778,0.0,0.0,0.0,31.4,23.57,21.4,0.0,0.0,0.0
2021-07-07-22.35.00.000000,11779,0.0,0.0,0.0,31.4,23.55,21.4,0.0,0.0,0.0
2021-07-07-22.40.00.000000,11780,0.0,0.0,0.0,31.4,23.53,21.3,0.0,0.0,0.0
2021-07-07-22.45.00.000000,11781,0.0,0.0,0.0,31.4,23.51,21.3,0.0,0.0,0.0
2021-07-07-22.50.00.000000,11782,0.0,0.0,0.0,31.4,23.49,21.3,0.0,0.0,0.0
2021-07-07-22.55.00.000000,11783,0.0,0.0,0.0,31.3,23.47,21.3,0.0,0.0,0.0
2021-07-07-23.00.00.000000,11784,0.0,0.0,0.0,31.3,23.45,21.2,0.0,0.0,0.0
2021-07-07-23.05.00.000000,11785,0.0,0.0,0.0,31.3,23.43,21.2,0.0,0.0,0.0
2021-07-07-23.10.00.000000,11786,0.0,0.0,0.0,31.2,23.4,21.2,0.0,0.0,0.0
2021-07-07-23.15.00.000000,11787,0.0,0.0,0.0,31.2,23.38,21.2,0.0,0.0,0.0
2021-07-07-23.20.00.000000,11788,0.0,0.0,0.0,31.2,23.35,21.1,0.0,0.0,0.0
2021-07-07-23.25.00.000000,11789,0.0,0.0,0.0,31.1,23.32,21.1,0.0,0.0,0.0
2021-07-07-23.30.00.000000,11790,0.0,0.0,0.0,31.1,23.3,21.1,0.0,0.0,0.0
2021-07-07-23.35.00.000000,11791,0.0,0.0,0.0,31.1,23.27,21.0,0.0,0.0,0.0
2021-07-07-23.40.00.000000,11792,0.0,0.0,0.0,31.0,23.25,21.0,0.0,0.0,0.0
2021-07-07-23.45.00.000000,11793,0.0,0.0,0.0,31.0,23.22,21.0,0.0,0.0,0.0
2021-07-07-23.50.00.000000,11794,0.0,0.0,0.0,31.0,23.19,20.9,0.0,0.0,0.0
2021-07-07-23.55.00.000000,11795,0.0,0.0,0.0,30.9,23.17,20.9,0.0,0.0,0.0
2021-07-08-00.00.00.000000,11796,0.0,0.0,0.0,30.9,23.14,20.9,0.0,0.0,0.0
2021-07-08-00.05.00.000000,11797,0.0,0.0,0.0,30.9,23.16,20.9,0.0,0.0,0.0
2021-07-08-00.10.00.000000,11798,0.0,0.0,0.0,31.0,23.18,20.9,0.0,0.0,0.0
2021-07-08-00.15.00.000000,11799,0.0,0.0,0.0,31.0,23.21,21.0,0.0,0.0,0.0
2021-07-08-00.20.00.000000,11800,0.0,0.0,0.0,31.0,23.23,21.0,0.0,0.0,0.0
2021-07-08-00.25.00.000000,11801,0.0,0.0,0.0,31.0,23.25,21.0,0.0,0.0,0.0
2021-07-08-00.30.00.000000,11802,0.0,0.0,0.0,31.1,23.27,21.0,0.0,0.0,0.0
2021-07-08-00.35.00.000000,11803,0.0,0.0,0.0,31.1,23.29,21.1,0.0,0.0,0.0
2021-07-08-00.40.00.000000,11804,0.0,0.0,0.0,31.1,23.31,21.1,0.0,0.0,0.0
2021-07-08-00.45.00.000000,11805,0.0,0.0,0.0,31.1,23.33,21.1,0.0,0.0,0.0
2021-07-08-00.50.00.000000,11806,0.0,0.0,0.0,31.2,23.35,21.1,0.0,0.0,0.0
2021-07-08-00.55.00.000000,11807,0.0,0.0,0.0,31.2,23.37,21.1,0.0,0.0,0.0
2021-07-08-01.00.00.000000,11808,0.0,0.0,0.0,31.2,23.39,21.2,0.0,0.0,0.0
2021-07-08-01.05.00.000000,11809,0.0,0.0,0.0,30.2,22.63,20.3,0.0,0.0,0.0
2021-07-08-01.10.00.000000,11810,0.0,0.0,0.0,30.3,22.66,20.3,0.0,0.0,0.0
2021-07-08-01.15.00.000000,11811,0.0,0.0,0.0,30.3,22.68,20.4,0.0,0.0,0.0
2021-07-08-01.20.00.000000,11812,0.0,0.0,0.0,30.3,22.7,20.4,0.0,0.0,0.0
2021-07-08-01.25.00.000000,11813,0.0,0.0,0.0,30.4,22.73,20.4,0.0,0.0,0.0
2021-07-08-01.30.00.000000,11814,0.0,0.0,0.0,30.4,22.75,20.4,0.0,0.0,0.0
2021-07-08-01.35.00.000000,11815,0.0,0.0,0.0,30.4,22.78,20.5,0.0,0.0,0.0
2021-07-08-01.40.00.000000,11816,0.0,0.0,0.0,30.5,22.8,20.5,0.0,0.0,0.0
2021-07-08-01.45.00.000000,11817,0.0,0.0,0.0,30.5,22.83,20.5,0.0,0.0,0.0
2021-07-08-01.50.00.000000,11818,0.0,0.0,0.0,30.5,22.85,20.6,0.0,0.0,0.0
2021-07-08-01.55.00.000000,11819,0.0,0.0,0.0,30.6,22.87,20.6,0.0,0.0,0.0
2021-07-08-02.00.00.000000,11820,0.0,0.0,0.0,30.6,22.9,20.6,0.0,0.0,0.0
2021-07-08-02.05.00.000000,11821,0.0,0.0,0.0,30.7,22.95,20.7,0.0,0.0,0.0
2021-07-08-02.10.00.000000,11822,0.0,0.0,0.0,30.7,23.0,20.7,0.0,0.0,0.0
2021-07-08-02.15.00.000000,11823,0.0,0.0,0.0,30.8,23.05,20.8,0.0,0.0,0.0
2021-07-08-02.20.00.000000,11824,0.0,0.0,0.0,30.9,23.1,20.8,0.0,0.0,0.0
2021-07-08-02.25.00.000000,11825,0.0,0.0,0.0,30.9,23.15,20.9,0.0,0.0,0.0
2021-07-08-02.30.00.000000,11826,0.0,0.0,0.0,31.0,23.21,21.0,0.0,0.0,0.0
2021-07-08-02.35.00.000000,11827,0.0,0.0,0.0,31.1,23.26,21.0,0.0,0.0,0.0
2021-07-08-02.40.00.000000,11828,0.0,0.0,0.0,31.1,23.31,21.1,0.0,0.0,0.0
2021-07-08-02.45.00.000000,11829,0.0,0.0,0.0,31.2,23.36,21.1,0.0,0.0,0.0
2021-07-08-02.50.00.000000,11830,0.0,0.0,0.0,31.3,23.41,21.2,0.0,0.0,0.0
2021-07-08-02.55.00.000000,11831,0.0,0.0,0.0,31.3,23.46,21.3,0.0,0.0,0.0
2021-07-08-03.00.00.000000,11832,0.0,0.0,0.0,31.4,23.51,21.3,0.0,0.0,0.0
2021-07-08-03.05.00.000000,11833,0.0,0.0,0.0,31.6,23.64,21.5,0.0,0.0,0.0
2021-07-08-03.10.00.000000,11834,0.0,0.0,0.0,31.8,23.77,21.6,0.0,0.0,0.0
2021-07-08-03.15.00.000000,11835,0.0,0.0,0.0,31.9,23.9,21.8,0.0,0.0,0.0
2021-07-08-03.20.00.000000,11836,0.0,0.0,0.0,32.1,24.03,21.9,0.0,0.0,0.0
2021-07-08-03.25.00.000000,11837,0.0,0.0,0.0,32.3,24.16,22.1,0.0,0.0,0.0
2021-07-08-03.30.00.000000,11838,0.0,0.0,0.0,32.5,24.29,22.2,0.0,0.0,0.0
2021-07-08-03.35.00.000000,11839,0.0,0.0,0.0,32.6,24.42,22.3,0.0,0.0,0.0
2021-07-08-03.40.00.000000,11840,0.0,0.0,0.0,32.8,24.55,22.5,0.0,0.0,0.0
2021-07-08-03.45.00.000000,11841,0.0,0.0,0.0,33.0,24.68,22.6,0.0,0.0,0.0
2021-07-08-03.50.00.000000,11842,0.0,0.0,0.0,33.1,24.81,22.8,0.0,0.0,0.0
2021-07-08-03.55.00.000000,11843,0.0,0.0,0.0,33.3,24.94,22.9,0.0,0.0,0.0
2021-07-08-04.00.00.000000,11844,0.0,0.0,0.0,33.5,25.07,23.1,0.0,0.0,0.0
2021-07-08-04.05.00.000000,11845,0.0,0.0,0.0,33.6,25.16,23.2,0.0,0.0,0.0
2021-07-08-04.10.00.000000,11846,0.0,0.0,0.0,33.7,25.25,23.3,0.0,0.0,0.0
2021-07-08-04.15.00.000000,11847,0.0,0.0,0.0,33.9,25.34,23.4,0.0,0.0,0.0
2021-07-08-04.20.00.000000,11848,0.0,0.0,0.0,34.0,25.43,23.5,0.0,0.0,0.0
2021-07-08-04.25.00.000000,11849,0.0,0.0,0.0,34.1,25.52,23.6,0.0,0.0,0.0
2021-07-08-04.30.00.000000,11850,0.0,0.0,0.0,34.2,25.61,23.7,0.0,0.0,0.0
2021-07-08-04.35.00.000000,11851,0.0,0.0,0.0,34.3,25.7,23.8,0.0,0.0,0.0
2021-07-08-04.40.00.000000,11852,0.0,0.0,0.0,34.5,25.79,23.9,0.0,0.0,0.0
2021-07-08-04.45.00.000000,11853,0.0,0.0,0.0,34.6,25.88,24.0,0.0,0.0,0.0
2021-07-08-04.50.00.000000,11854,0.0,0.0,0.0,34.7,25.98,24.1,0.0,0.0,0.0
2021-07-08-04.55.00.000000,11855,0.0,0.0,0.0,34.8,26.07,24.2,0.0,0.0,0.0
2021-07-08-05.00.00.000000,11856,0.0,0.0,0.0,35.0,26.16,24.3,0.0,0.0,0.0
2021-07-08-05.05.00.000000,11857,0.0,0.0,0.0,35.3,26.4,24.6,0.0,0.0,0.0
2021-07-08-05.10.00.000000,11858,0.0,0.0,0.0,35.6,26.65,24.9,0.0,0.0,0.0
2021-07-08-05.15.00.000000,11859,0.0,0.0,0.0,36.0,26.9,25.2,0.0,0.0,0.0
2021-07-08-05.20.00.000000,11860,0.0,0.0,0.0,36.3,27.15,25.5,0.0,0.0,0.0
2021-07-08-05.25.00.000000,11861,0.0,0.0,0.0,36.6,27.4,25.8,0.0,0.0,0.0
2021-07-08-05.30.00.000000,11862,0.0,0.0,0.0,37.0,27.65,26.0,0.0,0.0,0.0
2021-07-08-05.35.00.000000,11863,0.0,0.0,0.0,37.3,27.89,26.3,0.0,0.0,0.0
2021-07-08-05.40.00.000000,11864,0.0,0.0,0.0,37.6,28.14,26.6,0.0,0.0,0.0
2021-07-08-05.45.00.000000,11865,0.0,0.0,0.0,37.9,28.39,26.9,0.0,0.0,0.0
2021-07-08-05.50.00.000000,11866,0.0,0.0,0.0,38.3,28.64,27.2,0.0,0.0,0.0
2021-07-08-05.55.00.000000,11867,0.0,0.0,0.0,38.6,28.89,27.5,0.0,0.0,0.0
2021-07-08-06.00.00.000000,11868,27.0,604.8,18.5,52.8,42.74,40.3,152.1,0.0,57.81
2021-07-08-06.05.00.000000,11869,33.6,616.3,22.8,52.8,42.74,40.3,124.4,101.6,71.34
2021-07-08-06.10.00.000000,11870,33.6,616.3,22.8,52.8,42.74,40.3,124.4,101.6,71.34
2021-07-08-06.15.00.000000,11871,43.5,633.7,29.3,52.8,42.74,40.3,82.9,101.6,91.63
2021-07-08-06.20.00.000000,11872,48.8,663.1,34.5,52.8,42.74,40.7,72.6,88.9,107.91
2021-07-08-06.25.00.000000,11873,48.8,663.1,34.5,52.8,42.74,40.7,72.6,88.9,107.91
2021-07-08-06.30.00.000000,11874,50.2,660.9,35.6,52.8,42.74,40.7,74.7,91.4,111.08
2021-07-08-06.35.00.000000,11875,57.2,663.5,40.6,53.3,43.13,40.7,84.9,103.8,126.94
2021-07-08-06.40.00.000000,11876,67.6,666.5,48.2,53.6,43.44,40.7,100.3,122.3,150.46
2021-07-08-06.45.00.000000,11877,77.4,670.3,55.4,54.0,43.69,40.7,115.2,140.3,173.07
2021-07-08-06.50.00.000000,11878,105.5,676.0,76.0,54.1,43.83,40.6,156.7,152.3,237.34
2021-07-08-06.55.00.000000,11879,164.8,678.1,118.3,54.5,44.09,40.2,245.4,158.7,369.68
2021-07-08-07.00.00.000000,11880,211.7,677.1,151.6,54.9,44.43,40.1,316.2,314.2,473.55
2021-07-08-07.05.00.000000,11881,242.9,673.7,173.3,55.5,44.92,39.8,369.7,314.2,541.32
2021-07-08-07.10.00.000000,11882,255.7,669.6,181.7,56.1,45.41,39.7,382.7,458.6,567.47
2021-07-08-07.15.00.000000,11883,274.7,667.3,194.5,56.8,46.0,39.7,413.6,499.3,607.49
2021-07-08-07.20.00.000000,11884,259.4,665.5,183.6,57.7,46.7,40.2,392.6,481.5,573.44
2021-07-08-07.25.00.000000,11885,209.6,667.9,148.7,58.5,47.33,41.0,333.6,403.0,464.58
2021-07-08-07.30.00.000000,11886,171.3,670.5,122.2,59.0,47.78,41.6,279.4,305.6,381.81
2021-07-08-07.35.00.000000,11887,186.9,670.4,133.1,59.6,48.26,41.9,298.7,314.3,415.74
2021-07-08-07.40.00.000000,11888,230.3,666.3,162.5,60.2,48.74,42.0,355.8,385.3,507.6
